artist_name,soundcharts_uuid,country,career_stage,growth_level,genres,songs,albums,chart_entries,playlist_entries,events,radio_stations_monitored,platform_identifiers
Kawu Dan Sarki,00351778-cf9c-45ec-9e5c-0a8c8dd715b0,NG,long_tail,average_growth,pop,95,60,0,15,0,13,19
Straffitti,009f3138-b8d6-11e8-986c-525400009efb,NG,long_tail,average_growth,alternative; electro; hip hop; traditional,141,64,0,402,5,49,35
Chris Ajilo,013e1abe-c614-11e8-af22-549f35161576,,long_tail,average_growth,traditional,12,2,0,19,0,5,9
Ayinla Kollington,02e9548f-fe43-4113-b703-3d7d019a245e,,long_tail,average_growth,traditional,5,2,0,0,0,2,10
DJ Tunez,030329a3-d20b-43e1-8a67-dc785a1d7a9e,NG,long_tail,average_growth,electro,1,0,0,45,0,7,3
Dan Musa,035dbce0-6e1c-4b2e-8701-958db81d6710,,long_tail,average_growth,hip hop; pop,19,12,1,5,0,3,9
Qing Madi,05192496-df0f-479c-b2cf-b8d9cde3b1a4,NG,mainstream,average_growth,alternative; electro; hip hop; pop; r&b; reggae; soul; traditional,105,57,43,490,4,447,34
Bloody Civilian,0521d08a-9168-4c3a-9f8d-46d2b3c36ea3,NG,mid_level,average_growth,electro; pop; r&b; religious; traditional,53,49,5,462,4,390,31
where.t.at,05abaf76-219d-49a3-bfd8-6223bbf18a51,GB,long_tail,high_growth,hip hop,35,44,45,407,0,14,16
Tiimie,05d5e97f-1d16-4d0f-b816-1ad06c5d1032,NG,long_tail,average_growth,electro; pop; r&b; soul; traditional,88,53,0,400,1,78,22
Prince Mk Baagi,07955234-04c3-4a23-9da0-d2f66611cbe2,NG,long_tail,average_growth,electro,77,61,6,185,0,16,20
Shugavybz,07b763f6-6081-11ea-acc8-e4434b2a4898,NG,long_tail,average_growth,pop; r&b; traditional,74,26,0,167,0,28,22
Blaqbonez,090ce0d4-b33d-11e8-b1c2-525400009efb,NG,mid_level,average_growth,alternative; electro; hip hop; pop; r&b; religious; soul; traditional,400,95,72,567,14,671,40
Zoro,09c1a6a6-0bc6-4b83-8efc-af160969ae4d,NG,long_tail,average_growth,rock; ska,169,25,1,200,0,80,8
Kizz Daniel,0c223d4e-f72d-11e8-aee9-549f35141000,NG,superstar,average_growth,electro; hip hop; pop; r&b; traditional,400,126,89,590,41,1438,43
Shaiboy,0c3df5ce-bafd-4cb1-980b-fd40f28e47d9,NG,long_tail,average_growth,traditional,11,15,0,248,0,22,23
Juno,0cc62e15-e80e-4bdf-add4-0f92c53560c4,NG,long_tail,average_growth,alternative; electro,12,6,2,400,0,46,23
Supernovamusician,0d5faa81-8d56-41c5-8327-06e0578ad27d,,long_tail,average_growth,hip hop,3,2,0,0,0,2,8
Flossing,0d5febe7-dbf3-4cc2-a637-769b4106a93b,US,long_tail,average_growth,alternative,20,13,0,108,11,59,21
JaySynths,0f1c4bac-c8fc-42e8-abed-757ca32f4993,NG,long_tail,average_growth,electro; pop; traditional,31,19,0,337,0,27,27
Yadah,0f281f4a-e003-11e8-9e5b-525400009efb,NG,mid_level,average_growth,r&b; religious,87,41,1,400,0,87,24
Agboola Shadare,0ff25678-c24b-11e8-8046-525400009efb,US,long_tail,average_growth,jazz; pop; religious,29,5,0,130,0,0,22
Monochrome,108b1af6-a6a5-45fb-91aa-f928ef80478b,NG,long_tail,high_growth,alternative; electro; traditional,48,19,24,417,1,53,12
Sunmisola Agbebi,10964604-decb-4503-b01b-e5dc19979061,NG,mainstream,average_growth,r&b; religious,134,63,128,405,0,123,27
Fitzy West,11b03d2a-858e-4e8d-8525-331e2dc9bd5a,NG,long_tail,average_growth,alternative; electro; religious; traditional,46,17,0,57,0,26,23
Da Emperor,11e81bba-cc3c-a302-8d2f-a0369fe50396,NG,long_tail,average_growth,edm; hip hop,104,52,0,122,0,7,29
Dizzy K Falola,11e81bbb-043f-621c-9dcc-a0369fe50396,GB,long_tail,average_growth,pop; r&b; traditional,264,195,1,200,0,21,23
Femi Temowo,11e81bbb-1325-fb74-b884-a0369fe50396,GB,long_tail,average_growth,jazz; r&b; soul,63,7,0,173,82,75,30
Naeto C,11e81bbb-1880-fe2a-8f70-a0369fe50396,NG,mid_level,decline,electro; hip hop; pop; ska; traditional,248,38,0,400,2,243,34
DJ Switch,11e81bbb-399e-84c4-b7e9-a0369fe50396,ZA,long_tail,moderate_growth,edm; hip hop,145,64,1,342,39,100,26
Tunji Oyelana,11e81bbb-3b12-b15e-8771-a0369fe50396,NG,long_tail,average_growth,electro; funk; traditional,40,7,0,358,0,173,21
Lyta,11e81bbb-6acc-51ca-92f0-a0369fe50396,NG,long_tail,average_growth,electro; pop; religious; traditional,278,123,0,402,1,176,36
Wizkid,11e81bbb-8063-e642-9bd4-a0369fe50396,NG,superstar,decline,electro; hip hop; pop; r&b; ska; traditional,400,213,458,993,200,4778,61
Toby Foyeh,11e81bbb-fcc3-79c8-96d3-a0369fe50396,GB,long_tail,average_growth,electro; funk; traditional,2,0,0,200,3,103,16
Olamide,11e81bbc-22c1-79ea-a928-a0369fe50396,NG,superstar,average_growth,electro; hip hop; pop; r&b; religious; ska; traditional,400,270,75,682,59,1598,61
Peter King,11e81bbc-2721-c6b6-9573-a0369fe50396,GB,long_tail,decline,blues; classical; electro; pop; reggae; traditional,384,40,1,415,43,425,47
Ycee,11e81bbc-4157-d70a-8007-a0369fe50396,NG,mainstream,average_growth,alternative; electro; hip hop; pop; ska; traditional,381,89,1,428,25,601,40
Tamara Jones,11e81bbc-4a7a-7f04-88a0-a0369fe50396,AU,long_tail,average_growth,,5,0,0,9,0,1,12
Yemi Alade,11e81bbc-82d3-402a-8e1b-a0369fe50396,NG,mainstream,decline,electro; hip hop; pop; ska; traditional,400,158,52,610,89,2004,45
Ayinde Bakare,11e81bbc-9591-0512-b5c8-a0369fe50396,,long_tail,average_growth,jazz; latin; traditional,63,15,0,243,0,3,17
Ruggedman,11e81bbc-a2cc-b276-af29-a0369fe50396,NG,long_tail,average_growth,hip hop,400,50,0,381,0,103,29
Yung6ix,11e81bbc-a4b1-4c78-931c-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; religious; ska; traditional,373,78,2,400,6,143,35
Tekno Miles,11e81bbc-ee34-eb52-bab1-a0369fe50396,NG,long_tail,average_growth,r&b,22,6,0,402,0,59,9
Fatai Rolling Dollar,11e81bbc-fe56-6466-ac83-a0369fe50396,NG,long_tail,explosive_growth,jazz; traditional,92,37,2,333,0,91,25
L.A.X,11e81bbd-8381-80b2-9a81-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; r&b; ska; traditional,388,148,12,432,18,766,38
Di'Ja,11e81bbd-ccc9-10fa-a1ab-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; traditional,79,40,5,417,0,175,34
Humblesmith,11e81bbd-e99f-cfc0-822a-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; traditional,105,64,1,402,0,97,31
Shank,11e81bbe-0de7-0ac4-9e54-a0369fe50396,JP,long_tail,average_growth,alternative; hip hop; j-pop; pop; punk; rock; traditional,127,42,0,328,200,38,29
Adekunle Gold,11e81bbe-1e84-5c38-a593-a0369fe50396,NG,superstar,average_growth,alternative; electro; hip hop; pop; r&b; soul; traditional,400,157,60,702,75,2256,51
Daecolm,11e81bbe-54e4-0080-88b5-a0369fe50396,GB,mid_level,average_growth,edm; pop,95,55,227,691,3,1941,39
Brymo,11e81bbe-54ed-29d0-9ff6-a0369fe50396,NG,mainstream,average_growth,alternative; electro; hip hop; pop; religious; ska; soul; traditional,278,41,75,403,11,400,37
Sani Danja,11e81bbe-592d-12a8-af00-a0369fe50396,NG,long_tail,average_growth,electro; pop; traditional,57,20,0,35,0,17,19
Sinach,11e81bbe-5beb-a216-bce0-a0369fe50396,NG,mainstream,decline,pop; religious,400,139,85,408,25,576,45
Goldie Harvey,11e81bbe-7792-4772-baa7-a0369fe50396,,long_tail,average_growth,hip hop; r&b,20,1,0,23,0,34,10
Bongos Ikwue,11e81bbe-8346-fe6e-905f-a0369fe50396,NG,long_tail,average_growth,electro; funk; hip hop; soul; traditional,167,18,1,400,0,137,26
Phantom,11e81bbe-a4db-f52a-8e52-a0369fe50396,US,long_tail,average_growth,electro; hip hop; metal; pop; rock,276,51,0,200,6,111,29
Tiwa Savage,11e81bbe-aaa0-d7c8-95de-a0369fe50396,NG,superstar,average_growth,electro; hip hop; pop; ska; traditional,400,158,142,744,71,2495,54
Weird MC,11e81bbe-baac-9846-8013-a0369fe50396,NG,long_tail,average_growth,hip hop; traditional,28,9,0,300,0,69,30
Mr 2Kay,11e81bbf-0123-c4f2-84a5-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; religious; traditional,126,50,0,400,2,92,29
Femi Kuti,11e81bbf-27ba-64cc-af50-a0369fe50396,GB,mid_level,decline,electro; pop; traditional,320,89,1,449,200,1569,44
Victor Olaiya,11e81bbf-3d48-dc6a-9ee5-a0369fe50396,NG,long_tail,average_growth,electro; pop; traditional,400,48,3,400,0,130,24
Christy Ogbah,11e81bbf-5a28-e64a-b946-a0369fe50396,,long_tail,average_growth,disco,3,0,0,95,0,32,9
Cynthia Morgan,11e81bbf-67fb-f4f6-8200-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,186,33,1,401,0,141,29
Seyi Shay,11e81bbf-6a12-ce54-a84f-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,302,63,72,416,6,427,31
Minz,11e81bbf-73db-5334-9e8c-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; pop; r&b; religious; soul; traditional,222,102,18,419,6,426,43
Batile Alake,11e81bbf-9329-132a-a057-a0369fe50396,,long_tail,average_growth,traditional,12,4,0,26,0,5,8
WurlD,11e81bbf-bd71-282a-bcb4-a0369fe50396,US,mid_level,average_growth,alternative; electro; pop; r&b; soul; traditional,162,61,4,444,16,482,39
Happi,11e81bbf-c591-a7fa-bc88-a0369fe50396,GB,long_tail,average_growth,electro; hip hop; r&b,60,32,38,408,6,310,26
Nosa,11e81bbf-ed6e-4a62-8bec-a0369fe50396,NG,long_tail,average_growth,alternative; hip hop; pop; religious,243,51,6,402,17,236,32
Flavour N'abania,11e81bbf-ed91-481e-a3ef-a0369fe50396,,long_tail,average_growth,electro,49,3,0,204,3,136,16
Temi DollFace,11e81bbf-f5f3-5ad8-88b9-a0369fe50396,NG,long_tail,average_growth,alternative; others; pop,3,1,0,68,0,8,15
Korede Bello,11e81bbf-fd1a-43d0-8484-a0369fe50396,NG,mainstream,decline,electro; hip hop; pop; ska; traditional,224,77,63,431,3,498,34
I.K. Dairo,11e81bc0-0b3d-6ab4-ba96-a0369fe50396,,long_tail,average_growth,jazz; traditional,182,49,0,282,0,65,16
Chike,11e81bc0-0cbc-b08e-bee2-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; r&b; soul; traditional,178,63,44,470,13,579,42
Anike,11e81bc0-18f5-77dc-bfbc-a0369fe50396,US,mid_level,decline,hip hop; pop; r&b; religious,154,82,12,463,154,238,45
Simi,11e81bc0-9207-36ce-8a33-a0369fe50396,NG,superstar,average_growth,alternative; electro; hip hop; pop; r&b; soul; traditional,374,116,30,470,49,824,46
Sound Sultan,11e81bc0-a2d2-6352-b600-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,339,50,0,400,0,259,26
Mike Ejeagha,11e81bc0-b365-8078-b9c4-a0369fe50396,,long_tail,average_growth,traditional,48,6,0,6,0,19,10
Naira Marley,11e81bc0-b6b1-58b0-83bc-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,130,26,471,20,920,45
Muna,11e81bc0-bc35-6772-9b18-a0369fe50396,US,mainstream,decline,alternative; electro; pop,163,90,23,580,200,1565,56
Styl-Plus,11e81bc1-61c1-9f1c-9851-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,400,39,7,400,1,181,35
Artquake,11e81bc1-c46d-fd40-980e-a0369fe50396,,long_tail,average_growth,traditional,38,8,0,20,0,27,15
Timaya,11e81bc1-eba2-7166-9321-a0369fe50396,NG,mainstream,average_growth,hip hop; pop; reggae; ska; traditional,400,137,52,450,34,841,40
Jesse King,11e81bc2-1616-a174-997c-a0369fe50396,NG,long_tail,average_growth,,8,3,0,0,0,4,8
Daddy Fresh,11e81bc2-184e-74c6-8960-a0369fe50396,NG,long_tail,average_growth,ska; traditional,15,9,0,0,0,1,19
Christy Essien-Igbokwe,11e81bc2-30a0-d096-9aa2-a0369fe50396,GB,long_tail,average_growth,r&b; traditional,109,33,2,401,0,299,32
William Onyeabor,11e81bc2-3531-c98a-b05c-a0369fe50396,NG,mid_level,decline,electro; funk; pop; traditional,99,57,0,470,4,1270,32
Frank Edwards,11e81bc2-4d69-2d86-a520-a0369fe50396,NG,mid_level,average_growth,religious,400,147,25,401,2,448,40
Ifi Ude,11e81bc2-a8a6-1ca4-a112-a0369fe50396,PL,long_tail,average_growth,alternative,47,22,0,114,16,32,32
Hotkeed,11e81bc2-b5d3-031a-a106-a0369fe50396,CA,mid_level,average_growth,edm; electro; pop; religious; traditional,231,82,51,404,0,222,26
Bala Miller,11e81bc2-bb70-85e0-9de3-a0369fe50396,,long_tail,average_growth,funk; jazz,2,2,0,200,0,41,8
Victoria Kimani,11e81bc2-d3f5-0438-b737-a0369fe50396,KE,mid_level,average_growth,electro; pop; r&b; traditional,184,55,1,404,2,212,30
Lola Rae,11e81bc3-115b-a03e-a29b-a0369fe50396,NG,long_tail,decline,electro; pop; traditional,36,16,0,401,2,173,35
Babatunde Olatunji,11e81bc3-3ab8-54a4-a7fa-a0369fe50396,NG,long_tail,average_growth,electro; pop; traditional,238,39,0,403,2,424,32
Jumabee,11e81bc3-6482-db4c-b6cb-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; traditional,173,54,0,343,0,46,27
Tony Allen,11e81bc3-8a41-a1f6-8d87-a0369fe50396,NG,mid_level,decline,electro; funk; jazz; pop; traditional,400,147,9,497,200,2414,48
Nicole Moudaber,11e81bc3-99da-6ed6-8184-a0369fe50396,GB,mainstream,decline,edm; electro,400,145,1,498,200,1372,44
J. Martins,11e81bc3-e140-bbcc-9957-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,198,47,0,408,6,496,35
Titom,11e81bc3-ecea-a46a-9ffa-a0369fe50396,FR,mid_level,average_growth,edm; electro,227,79,32,435,5,613,37
MCskill ThaPreacha,11e81bc4-16a6-b00a-9cfe-a0369fe50396,NG,long_tail,average_growth,hip hop,134,25,0,3,0,11,26
9ice,11e81bc6-7062-ea76-9ea5-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; religious; ska; traditional,400,119,11,403,11,519,34
Boogey,11e81bc6-b4a6-07a4-a002-a0369fe50396,NG,long_tail,average_growth,hip hop,97,15,0,31,0,14,22
Cobhams Asuquo,11e81bc6-c465-d87c-89d6-a0369fe50396,NG,mid_level,average_growth,electro; pop; religious,98,31,4,400,2,152,32
Obongjayar,11e81bc6-db77-2fca-b20a-a0369fe50396,GB,mid_level,decline,alternative; r&b,123,49,46,625,113,2982,46
Aṣa,11e81bc7-0336-16d4-827a-a0369fe50396,FR,mainstream,average_growth,alternative; jazz; pop; r&b; soul; traditional,225,110,2,430,115,1443,38
Chidinma,11e81bc7-079d-5aac-9ddf-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; religious; traditional,197,62,13,415,0,359,33
Adewale Ayuba,11e81bc7-1732-bfca-aeac-a0369fe50396,NG,mid_level,average_growth,traditional,134,50,0,401,0,121,30
D'banj,11e81bc7-2e44-87a2-9ff7-a0369fe50396,NG,mid_level,decline,hip hop; pop; ska; traditional,400,120,1,415,21,1033,39
Dapo Torimiro,11e81bc7-7650-11c4-b01f-a0369fe50396,,long_tail,average_growth,holiday,56,45,0,1,0,1,16
Afrikan Boy,11e81bc7-9f54-f7c4-9c55-a0369fe50396,GB,long_tail,average_growth,hip hop,120,54,3,414,128,308,36
Fela Kuti,11e81bc7-c756-75e0-a28d-a0369fe50396,NG,mid_level,average_growth,electro; funk; pop; soul; traditional,400,400,8,509,11,2810,41
Wande Coal,11e81bc7-d221-7a06-9423-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; r&b; ska; traditional,400,109,16,519,37,1117,48
Lagbaja,11e81bc7-e1cf-6d28-8888-a0369fe50396,NG,long_tail,average_growth,electro; ska; traditional,150,31,2,401,7,273,34
Ice Prince,11e81bc7-f9e2-7824-a703-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,168,96,446,14,803,37
Prince Nico Mbarga,11e81bc8-0973-bc6c-97b4-a0369fe50396,NG,long_tail,average_growth,traditional,40,27,1,230,0,55,15
Iyanya,11e81bc8-110a-24b6-9b11-a0369fe50396,NG,mainstream,decline,electro; hip hop; pop; ska; traditional,400,128,25,429,33,637,43
WizzyPro,11e81bc8-1186-1350-8376-a0369fe50396,NG,long_tail,average_growth,electro; reggae; ska,114,20,0,192,0,6,24
Pheelz,11e81bc8-7e8b-eccc-ac06-a0369fe50396,NG,mainstream,average_growth,electro; pop; r&b,278,83,9,557,31,1428,41
Davido,11e81bc8-7fc6-6428-9478-a0369fe50396,NG,superstar,average_growth,edm; electro; hip hop; pop; r&b; rock; traditional,400,336,355,1000,200,4263,62
Dice Ailes,11e81bc8-87ed-a4d6-9ccf-a0369fe50396,NG,mid_level,average_growth,alternative; electro; pop,115,45,1,404,0,302,25
Mannywellz,11e81bc8-963c-aa3c-ae8c-a0369fe50396,US,mid_level,decline,alternative; electro; r&b; soul,177,76,5,532,123,361,39
Mo'Cheddah,11e81bc8-acfb-27bc-ba47-a0369fe50396,NG,long_tail,average_growth,hip hop; religious; ska; traditional,49,10,0,262,0,65,25
Sir Shina Peters,11e81bc8-b622-4a3c-8f27-a0369fe50396,NG,long_tail,average_growth,electro; traditional,66,25,0,400,0,155,24
Jesse Jagz,11e81bc8-c2ab-e77c-873e-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; pop; ska; traditional,241,49,0,400,4,187,33
Justina Lee Brown,11e81bc8-db7f-700c-9898-a0369fe50396,CH,long_tail,average_growth,blues; electro,120,18,0,69,56,207,33
Phyno,11e81bc9-122a-1df0-971e-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; religious; ska; traditional,400,169,65,435,12,734,37
Chief Stephen Osita Osadebe,11e81bc9-3074-d96c-a66b-a0369fe50396,NG,mid_level,average_growth,traditional,400,131,8,403,0,128,28
Sauce Kid,11e81bc9-81de-0ddc-ac7d-a0369fe50396,US,long_tail,average_growth,hip hop; ska,76,10,0,355,0,64,21
Kollington Ayinla,11e81bc9-9d37-35f4-86f2-a0369fe50396,,long_tail,average_growth,rock; traditional,5,1,0,47,0,2,8
Bracket,11e81bc9-a2b1-6536-9259-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,307,58,39,415,0,369,32
Eedris Abdulkareem,11e81bc9-a85c-34ca-aff2-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; ska; traditional,400,90,0,400,0,100,33
Tekno,11e81bc9-b5f6-4382-b877-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,170,27,552,11,1568,47
Haruna Ishola,11e81bc9-cc58-7910-ae30-a0369fe50396,NG,long_tail,average_growth,electro; traditional,85,65,0,260,0,22,27
Dr. Alban,11e81bc9-d495-cf6a-9550-a0369fe50396,NG,mainstream,decline,edm; electro; hip hop; kids; pop,400,144,17,604,91,4732,49
Bola Abimbola,11e81bc9-e15d-deae-b15f-a0369fe50396,NG,long_tail,average_growth,pop; traditional,39,6,0,48,0,5,17
Don Jazzy,11e81bc9-ffcf-63da-acf0-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; traditional,212,34,14,441,8,542,32
Patoranking,11e81bca-1407-d954-8977-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,129,112,541,48,1463,46
Kokoro,11e81bca-3d24-964c-a703-a0369fe50396,GB,long_tail,decline,electro; folk; hip hop; rock,89,29,3,232,13,19,21
Emma Nyra,11e81bca-4620-8d5a-b6f2-a0369fe50396,US,long_tail,average_growth,electro; hip hop; traditional,75,24,3,402,0,92,29
Ras Kimono,11e81bca-5cc1-a8e6-bc8b-a0369fe50396,NG,long_tail,average_growth,reggae; traditional,165,20,0,350,0,90,26
Dr Sir Warrior,11e81bca-6671-ab16-a491-a0369fe50396,NG,long_tail,average_growth,traditional,48,58,0,308,0,40,17
Orlando Julius,11e81bca-a464-4d48-9a09-a0369fe50396,NG,long_tail,decline,electro; funk; pop; traditional,173,31,0,410,54,679,34
Olu Maintain,11e81bca-b94a-fe82-9f52-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,321,15,0,400,0,742,27
Vector,11e81bca-e330-3a0a-8525-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; r&b; religious; soul; traditional,400,124,7,405,14,261,34
Skales,11e81bcb-2f06-0a36-90c6-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,208,75,426,20,1098,41
Chopstix,11e81bcb-3eb4-b964-82b1-a0369fe50396,NG,long_tail,average_growth,alternative; electro; r&b; religious; traditional,66,28,7,400,13,125,24
Ketchup,11e81bcb-6469-a674-8a0e-a0369fe50396,NG,long_tail,average_growth,latin; ska; traditional,198,51,0,400,7,349,30
DJ Kaywise,11e81bcb-65b3-10d8-bb18-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; traditional,70,35,0,402,1,203,28
Eddy Wata,11e81bcb-73b1-1554-a572-a0369fe50396,NG,long_tail,decline,edm; electro,211,130,0,203,3,293,32
Dammy Krane,11e81bcb-904d-95e8-9170-a0369fe50396,NG,long_tail,decline,electro; hip hop; religious; ska; traditional,400,232,2,402,2,190,29
Jeremiah Gyang,11e81bcc-6ede-aff4-a7a8-a0369fe50396,NG,long_tail,average_growth,hip hop; religious,113,19,0,301,0,56,23
The Cavemen,11e81bcc-aa2c-6bd2-882a-a0369fe50396,NZ,mid_level,average_growth,alternative; electro; pop; r&b; rock; soul; traditional,150,28,11,460,0,662,32
Dareysteel,11e81bcc-c15e-b6c0-a6fb-a0369fe50396,ES,long_tail,average_growth,hip hop,43,24,0,2,0,1,25
Morell,11e81bcc-cd84-1aee-9d7e-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; pop; ska; traditional,151,53,1,372,2,33,29
Maleek Berry,11e81bcc-e0c6-1ac6-8e28-a0369fe50396,GB,mainstream,decline,electro; hip hop; pop; ska; traditional,237,60,77,514,59,1384,46
Nelly Uchendu,11e81bcc-e3cb-d44a-91d9-a0369fe50396,NG,long_tail,average_growth,r&b; soul; traditional,35,10,0,82,0,42,14
Skepta,11e81bcc-ede6-804c-bd69-a0369fe50396,GB,mainstream,decline,hip hop,400,168,188,833,200,4322,57
Banky W.,11e81bcd-0487-be9c-8bf1-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; r&b; religious; ska; traditional,360,54,5,403,7,319,36
Dr SID,11e81bcd-3bdb-0b06-a6ee-a0369fe50396,NG,mid_level,decline,electro; hip hop; pop; ska; traditional,172,21,4,407,2,301,33
P-Square,11e81bcd-4ae0-f2a0-8ba7-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,94,31,506,8,1939,39
Lil Kesh,11e81bcd-5d1d-0f44-ae3c-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; religious; ska; traditional,400,113,19,417,7,417,37
Seun Kuti,11e81bcd-6c78-56e2-beb7-a0369fe50396,NG,mid_level,decline,electro; pop; traditional,197,92,4,477,200,1912,47
Tunde Jegede,11e81bce-395f-aa34-abbf-a0369fe50396,GB,long_tail,average_growth,traditional,267,15,0,401,37,146,28
Shaydee,11e81bce-5ef8-a3f4-9788-a0369fe50396,NG,long_tail,average_growth,traditional,64,13,0,400,0,64,26
Zule Zoo,11e81bce-675c-46c2-89a1-a0369fe50396,NG,long_tail,average_growth,hip hop; ska,179,36,0,174,0,17,20
Terry G,11e81bce-8783-d410-8f3d-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; traditional,394,73,0,404,6,231,25
Ebenezer Obey,11e81bce-8c53-3da0-8b73-a0369fe50396,NG,long_tail,average_growth,traditional,78,94,0,355,0,32,10
Tolani,11e81bd0-4e73-a158-b084-a0369fe50396,NG,long_tail,average_growth,alternative; electro; pop; r&b; religious; traditional,25,14,0,401,0,98,23
Sonny Okosun,11e81bd0-a8e3-c596-9210-a0369fe50396,NG,long_tail,average_growth,electro; pop; reggae; religious; traditional,109,37,2,356,0,192,21
Nneka,11e81bd0-c216-ed86-83cd-a0369fe50396,DE,mid_level,decline,r&b; soul,231,85,11,451,200,1485,44
Ghost,11e81bd0-d0e0-6806-bc83-a0369fe50396,SE,superstar,decline,electro; metal; rock,315,184,303,598,200,2321,59
Runtown,11e81bd1-0d74-7884-9827-a0369fe50396,NG,mainstream,average_growth,alternative; electro; hip hop; pop; r&b; ska; traditional,400,138,47,469,14,839,42
Bantu,11e81bd1-208e-8978-b868-a0369fe50396,NG,long_tail,average_growth,edm; electro; pop; ska,141,74,16,460,0,605,35
Segun Adewale,11e81bd1-5a72-bf9c-958a-a0369fe50396,NG,long_tail,average_growth,disco; traditional,21,8,0,401,0,66,23
Lindsey Abudei,11e81bd1-6306-6276-af77-a0369fe50396,NG,long_tail,average_growth,alternative; others; r&b; soul; traditional,41,7,0,207,36,9,34
Celestine Ukwu,11e81bd1-84cc-6f54-819f-a0369fe50396,NG,long_tail,average_growth,funk; traditional,297,34,0,402,0,158,19
Eva Alordiah,11e81bd1-a257-e062-aa17-a0369fe50396,NG,long_tail,average_growth,alternative; hip hop; pop,87,17,0,324,0,81,30
Little Simz,11e81bd2-2858-90e4-a035-a0369fe50396,GB,mainstream,decline,hip hop; others; soul,266,86,61,796,200,3595,55
HarrySong,11e81bd2-6718-fb34-9bfb-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,322,97,0,407,1,377,41
Reekado Banks,11e81bd2-b452-2f60-976a-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; r&b; ska; traditional,400,126,54,463,12,1181,38
MC Galaxy,11e81bd2-be0d-ebe8-901d-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; traditional,171,67,4,405,4,204,31
Segun Bucknor,11e81bd2-c773-7fa4-b454-a0369fe50396,NG,long_tail,average_growth,electro; soul; traditional,33,6,0,412,0,138,21
M.I,11e81bd3-0abb-f8fe-8f2e-a0369fe50396,GB,long_tail,average_growth,alternative; electro; hip hop; ska; traditional,325,44,0,200,0,224,15
King Sunny Ade,11e81bd3-3141-7c42-be28-a0369fe50396,NG,mid_level,average_growth,electro; pop; traditional,400,149,0,401,82,762,38
Lijadu Sisters,11e81bd3-3401-3ca6-a92e-a0369fe50396,NG,long_tail,decline,electro; pop; traditional,46,30,2,405,3,872,29
Rex Lawson,11e81bd3-36be-8e08-8adf-a0369fe50396,GB,long_tail,average_growth,classical; traditional,95,11,0,271,0,104,12
Majek Fashek,11e81bd3-37e3-5b42-b32a-a0369fe50396,NG,mid_level,average_growth,reggae,94,14,0,401,0,318,30
Flavour,11e83fdf-c3b8-53ae-b7d1-aa1c026db3d8,NG,mainstream,decline,hip hop; pop; ska,400,170,57,480,97,1040,43
Emmy Gee,11e83fdf-cba2-f0a6-8c56-a0369fe50396,NG,long_tail,average_growth,hip hop,20,13,0,404,0,120,22
DJ Xclusive,11e83fdf-fe0b-e3c2-8c15-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; traditional,130,73,1,401,200,157,33
